,text,label
30956,抓得好準,positive
22458,超扯啦,negative
10781,小黑好棒！,positive
23010,簡老師接的好,positive
26913,好好睡一覺:yougotthis::yougotthis:,positive
6581,換血時期還磨不好吧,negative
11728, 笑得满地打滚 ,positive
15226,好可愛！！,positive
15590,有經驗的資深雅惠真的可靠~~,positive
6859, 笑哭了 ,negative
32688,-6.5先收一萬,positive
26938,還好今天沒加班,positive
24075,亂了,negative
3207,ㄟ害…3分差了,negative
14536,大家都很努力～～,positive
779,很勇敢超靠北,positive
9193,鯨年得第一 闪亮  闪亮  闪亮 ,positive
23303,真的很努力，很多刚进来看的不知道她们今天上午在云林打完妈祖杯,positive
5885,餵魚好好笑,positive
26409,感謝,positive
12681,不可能看到我吧 笑哭了  笑哭了  笑哭了 ,negative
14547,我最喜歡的是凱凱,positive
12812,好...複雜...,positive
30304,congrats mizuno,positive
21022,傻眼,negative
5095,拉拉隊真香,positive
2952,哇哇哇,positive
18273,畢竟三年的訓練強度差很多,negative
10678, 笑得满地打滚  笑得满地打滚 ,positive
18834,喀拉表情都不太好了 如果放鬆一點會更好,negative
31039,超級幸運球！,positive
4867,榜一不愧是榜一！,positive
9265,漂亮,positive
23276,超扯,negative
7870,是什麼車禍的 忍住泪水 ,negative
11616,握曹 出手好快,positive
18822,恩崇都自己按鈴,positive
19767,指教請教 傻傻分不清 我們回家再好好指教一下 笑哭了  笑哭了  笑哭了  ,negative
11634,確實,positive
1257,差點,negative
24189,恩崇好像是變領隊,positive
30788,真假他丟卡片嗎？！,negative
31270,2場後應該會換啦 硬扛四場太硬了,negative
8002,狀態好的時候大家實力都不差好嗎,positive
1095,快捷奏,positive
2455,Niceee,positive
14777,好可愛的慶祝方式,positive
4923,棒啊,positive
16168,沒錯,positive
21966,洋將!,positive
22333,好還要更好 在拼一局…,positive
30631,外觀差很多DDDDD,negative
13920,iwas error jusme,negative
28548,吐了,negative
25513,壓力好大,positive
9802,爆發力強喔,positive
23695,Awesome!!!!!!,positive
26620,喜歡看亞里播報,positive
7657,排球看線上好像比較舒服，比較清楚,positive
20806,笑死,negative
25769,有志氣!,positive
19601,不好意思，因為真的太氣,negative
24932,舒服了哦,positive
27064,一對半的球打死ＸＤ,negative
29095,拜託下班 我要去背單字 笑得满地打滚 ,positive
8784,笑死,negative
6735,最近太陽戰積不好是為什麼啊？,negative
30729,擦灰塵,negative
1701,太精采了吧，這一球,positive
26616,傷好了，手癢了,negative
12095,傻眼,negative
1211,嚇死,negative
30605,笑死,negative
24169,哈,positive
19738,哇!!,positive
25194,排球其實很多人打 只是台灣人不愛看,negative
249,嗨起來 笑得满地打滚 ,positive
29235,"一直有個疑問, 請問不打排球後能去哪?",negative
22616,聰明,positive
18160,啊明天星期一 高偉成可以上場喔,positive
20781,滿足滿足,positive
26824,揮臂好快,positive
20677,嘻哈,positive
26094,这么看来，中原大学的大专杯，很有戏！,positive
4112,用錢砸,negative
26340,慘了,negative
25068,成功,positive
10345,曉珮,positive
14115,打三摳也太難過,negative
14358,好萌好可愛,positive
15381,漂亮的吊心,positive
32166,高的好處,positive
7172,主審真的不行,negative
24015,反超了,negative
16798,好可愛XD,positive
15778,現在這場不錯看阿~,positive
22550,太可怕,negative
3678,沙西米好好吃,positive
26265,很多洋將都配合不好,negative
23346,漂亮！,positive
30915,好傷啊！ 放声大哭 ,negative
22001,好懸殊的比賽,positive
9482,哇～～～～～,positive
12021,沒錯,positive
9426,和什么高中无关吧？,neutral
26851,經典!,positive
22700,觀眾太可愛了吧 恳求的脸 ,positive
12324,笑死,negative
14510,假日收視觀眾都瓜分掉了,negative
836,第二隻腳被遮住 笑哭了  笑哭了  笑哭了 ,negative
6485,五局 連爺爺就要爆氣了 ,negative
10313,講話很活潑^^,positive
9849,沒懸念,neutral
28114,Bia也好可愛 笑哭了 ,positive
3805,封得死死的,negative
28925,簡老師差點摔死,negative
8741,心態要炸了,negative
1232,傻眼,negative
13561,nice,positive
25083, 安静的脸 ,neutral
10445,這個環節就是最無聊的部份,negative
20919,盛朗,positive
22770,High 起來！！,positive
30721,被影響了,negative
1363,越來越難看…,negative
13041,美靜老師真的辛苦:(,positive
6564,不行吧,negative
10884,好可怕啊 好精采阿,negative
17764,1分差,negative
16120,射門也可以,positive
11988,他限動有發：被無情三寶擊落,negative
24834,best game vs taipower,positive
11753,好,positive
21722,謝謝回答,positive
9635,美女,positive
9264,不優越的人連急躁的機會都沒有,negative
24421,High起來！,positive
9499,笑死,negative
365,31也太扯,negative
1490,謝～,positive
6368,真的傻眼你自己下去打打看啊？！,negative
26693,補習班 我笑了哈,positive
9063,好難得看到,positive
13880,拉傷了？,negative
28669,哇哇哇哇,positive
314,好啦OUT,positive
19866,肯定有吧,positive
26144,我愛邱署長,positive
2439,我覺得祥民超強,positive
305,美女,positive
30468,對啊 鄧先生很努力在訪問的部分,positive
15503,尷尬嘍,negative
4369,變成時間差了,negative
26581,黃鶯還比較穩定,positive
27865,笑死,negative
17464,其實很喜歡看賽前的熱身,positive
1435,超扯,negative
20178,沒聲音,neutral
18007,愛阿啾,positive
25334,全靠熱忱,positive
13233,Santos 太辛苦了=ˇ=,negative
2691,真的很扯,negative
11060,哦哦謝謝解說~~,positive
18576,頭好壯壯,positive
4017,平,neutral
22561,死角,negative
25084,缺電了,negative
11035,漂亮,positive
2052,希望有驚喜 全隊的話,positive
10862,他們說不定根本不是在比愛心 還要一直帶風向 晕 ,negative
20895,太扯了 手尾林千,negative
31718,罩死,negative
23230,這球 好漂亮!,positive
3177,可以準備出門買晚餐了,positive
4453,我也是因為她愛上女排,positive
21095,傻眼,negative
14694,激烈死鬥下半場,negative
16576,好可愛,positive
2278,反應好快,positive
2552,湘姐很香,positive
30479,居然是兩個自 好棒好棒,positive
13986,"swerte lng panalo nila, malakas apollo pag les error mananalo apollo",negative
28644, 累死了 ,negative
10304,害羞,negative
8470,好狠,positive
17781,今天去票進場的真的是虧爛,negative
1699,昨天又激戰 師大,positive
14075,致勝的X因子,positive
30159,惠,positive
28898,沒錯,positive
4583,剛好穿綠色  斜眼笑  ,positive
21714,超完美掛網,positive
16002,平了,neutral
21071,沈 受傷啦~,negative
21654,你們好棒,positive
18833,阿懂真的很熱衷,positive
21601,謝謝解答,positive
25536,超級扯,negative
19997,好大力,positive
21328,刁的好,positive
967,不敢相信！,negative
5275,屌虐,negative
23715,好了啦小季哥 你那麼中立你去播,positive
19396,主場優勢(((o(*ﾟ▽ﾟ*)o))),positive
6765,傻眼,negative
24539,好,positive
15784,練球啦,positive
9398,好快,positive
19495,胃真的痛,negative
17272,她的聲音真的好好聽~,positive
29468,戴眼鏡好可愛,positive
26718,今天可以欸,positive
26842,GOGO拿下一局也好,positive
5076,谢谢HOP,positive
29648,很難 上次場上狀況很差,negative
23402,我如果說歹戲拖棚，應該會被罵,negative
28642,沒有唉不唉叫的問題啦，這種爭議在國外大型比賽也是常有的,positive
6134,Goodluck mga idol,positive
20204,一天打四場好多,positive
26302,被抓死,negative
31031,感覺很生氣??? 剛貌似看簡老師在罵髒話?,negative
32066,聰明,positive
30049,巴球好響亮,positive
9996,bawal baby bra warrior dito nakakahiya,positive
13443,太好了 我不看果然是對的 (誤,positive
7178,預言打到36分好了,positive
12846,榜一大哥！,positive
5876,最後那球看起來真的是亂接啊⋯,negative
3546,不然明天也是虐,negative
30541,真的扯,negative
1528,謝謝治平老師！,positive
27416,对啊 哈哈 美箐是我的同学..马来西亚華侨,positive
17640,因為現在是垃圾時間,negative
7000,破十分了,negative
31522,但還是覺得偏尬,negative
10699,因為他臭排協,negative
20550,不行了啦,negative
18089,直線漂亮,positive
22463,好接近,positive
15902,念錯是值得改進啦，就名單可能需要RUN得更清楚一點，不過我覺得不錯了,positive
22877,哇！,positive
29878,打得好ㄟ,positive
12924,笑死 ,negative
15247,高狀況很好,positive
26179,兩個人就在兇來兇去,negative
5257,這顆超漂亮,positive
4725,培宏很也很有天份,positive
31320,送過可以,positive
15355,這場超熱血,negative
10737,直接放菜市場大聲公在場邊好了,positive
5873,看起來蠻漂亮的,positive
4281,笑死,negative
9981,需要好好調整,positive
1624,強啊,positive
20584, 笑得满地打滚  笑得满地打滚 ,positive
8458,紹平有夠可愛啦,positive
20540,"快速重扣, 可以欵",positive
32188,鬼八,negative
26148,好會吊~,positive
27218,15分打到30 很夸张啊,negative
21665,很鬼，都鎖定她了。還是讓她得不少顆 笑哭了 ,negative
12171,大家一起跟我說，四樓好高。,positive
7619,笑死,negative
16423,感覺超累,negative
30627,是15沒錯,positive
20192,nice,positive
993,酒醒了笑死,negative
32236,糟糕糟糕,negative
12779, 笑哭了  笑哭了 ,negative
2042,好棒,positive
31543,感覺有人在臭欸 ww,negative
14628,哇哇 ,positive
8954,直接放棄 懶得罵了,negative
10459,太扯 連20分都沒拿到QAQ,negative
13599,漂亮,positive
11369,笑死　大家很壞ＸＤＤＤ,negative
31600,新年快樂！881,positive
31656, 笑哭了 ,negative
16145,快,positive
456,是不是沒冷氣阿發不開心,negative
32463,我喜歡這個麥,positive
16508,nice game!,positive
17099,墊球真的好快,positive
20764,罵人了 ,negative
12068,好吧下班,positive
13744,4局就好 笑得满地打滚 我想看男生了,positive
7598,這戰術妙啊，直接一號,positive
31028,Bia 是鬼吧,negative
7501,喜歡這個講解組合,positive
10314,機會永遠是給準備好的人,positive
23581,謝謝,positive
3418,江天祐在全運會打看得出還有實力,positive
4487,愛老虎油,positive
11700,胡背飛 笑得满地打滚 ,positive
17165,球速太快 很難好不好,negative
19987,多給替補的信心是好事！,positive
29795,攝影師保險要保高一點，危險性很高,positive
11879,拍手太好笑了,positive
9270,今天的大拇指都要收好 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
19277,酷喔！,positive
22183,可以,positive
15317,五局打好打滿！,positive
28549,Congratulations Wianstreak!!!,positive
29069,強喔,positive
30085,場邊叫最大聲的那位嗎  笑得满地打滚 ,positive
11548,好驚險,positive
15771,冠軍,positive
24956,宗轩好帅 （我是马来西亚观众）,positive
4753,宜蘭三星葱隊 可以找三星贊助,positive
8535,太陽這賽季真的比較沒有那麼好,negative
256,漂亮,positive
27131,今天jtekt打五局大戰欸 柳田包球有夠大聲,positive
32301,好高…,positive
31738,雖然只有每個星期日能到現場觀賽， 說真的現場看感受真的不同， 支持企排！,positive
31506,有夠高,positive
28058,當年的企聯也是我永遠美好的回憶,positive
16489,果然害是要靠西米,negative
5098,破萬！！！,negative
30295,还我昭铭！！！,positive
17859,"沒辦法, 明星的宿命",negative
8518,不好意思剛上線 請問為什麼今天這麼晚還在打,negative
3693,泰國女排這批很強,positive
7730,感謝,positive
17674,日常發失,negative
5469,好飛好飛,positive
21806,吊 得 好,positive
6676,那年守備確實比較穩定,positive
17177,太急 該緩一下QQ,negative
15768,:goodvibes::goodvibes:,positive
22881,ale 今天不錯唷,positive
1573,笑死,negative
26468,好吃(誤~,positive
12880,感謝,positive
15471,cool cool. tie ,positive
26077,好壞,positive
4191,"nice , taga san a?",positive
21062,marami akong classmate na Tan,negative
32662,台語好道地,positive
15060,微妙 笑死,negative
16048,聰明,positive
2477,不好吧,negative
23555,這有持球嫌疑,negative
12065,啟動var,positive
32764,林太太XD,negative
17696,很快收工,positive
21262,來個第四局 笑哭了 ,negative
11245,漂亮,positive
6384,"太慢熱了, 每次都從第三局才開始打",negative
26725,真的兇,negative
10787,第二局好長,positive
27358,中原打穩 應該沒問題,positive
14334,暉是姐姐會愛的類型,positive
13894,太短啦,negative
3743,我也很好奇,positive
24782,sad @leonard pikoy,negative
16766,北市大預賽不用放企聯組合上去打應該也是虐,negative
1115,現在都打這麼凌亂了,negative
25549,真的太虧,negative
14936,曉珮,positive
25861,感覺今天沒配合好,negative
14478,汪的成功率真高,positive
10742,快笑死,negative
9437,超會騙,negative
17169,金髮女地雷上場就開始一直失分,negative
1180,太離譜啦,negative
26041,沒問題,positive
22153,打很快的感覺,positive
25055,好我相信雷有194了,positive
28356,太狠啦,negative
21377,示意是尊重 跟球品有關 ,positive
18782,好可愛喔,positive
31706,感覺,positive
8370,大家多多進場支持！,positive
8076,醒太晚了,negative
24195,Santos有夠強超酷,positive
17195,太漂亮了,positive
31776,好喜歡,positive
32158,節奏好快好快,positive
6640,中間看起來很兇,negative
8635,京華可以考慮找大林素子,positive
13138,好有事,positive
31376,又修好了,positive
12774,到底冠軍賽為什麼出現太陽餅 生气 ,negative
29670,超過30一堆真的不太健康,negative
25739,下週好多比賽,positive
28359,台灣資源都被發展不起來的籃球搶走了,negative
21336,這個球也太難修@@,negative
14004,合體失敗,negative
20928,哇!!!,positive
28946,笑死在冷凍櫃裡,negative
3547,好台,positive
10633,錢多點就可以了,positive
2698,so poor jv go home n take sleep 笑得满地打滚  笑哭了 ,negative
23790,年輕小將進步很明顯,positive
24036,球好痛 ,negative
1568,受傷,negative
29986,場上很認真 留言很歡樂XD,positive
27319,尊重對手,positive
23395,肉包好吃,positive
22925,超好笑,positive
14862,有啦,positive
24408,萬人大台 超越職棒,positive
23032,Marry me Hongjie! 笑得满地打滚 ,positive
4114,contu 都好會發,positive
11891,恨熊熊,negative
26705,太扯了,negative
10381,哇哇哇哇哇,positive
23109,服了,positive
29526,第二分就這麼精采了,positive
20341,棒,positive
3182,笑死,negative
28558,超好笑,positive
8301,打的好激烈,positive
30510,這媽媽好high,positive
28778,好強喔,positive
15294,相當有經驗,positive
28397,差滴,negative
16995,謝謝告知 景耀,positive
30129,笑死這離踩線也差太多,negative
30593,好聰明,positive
14755,開心點!!!,positive
24385,29-29 吓死了 ,negative
32216,謝謝!!,positive
18568,好好笑 爆打一波,positive
11434,超尬,negative
14399,這兩場冠軍賽超精采,positive
3147,球給志傑 GM簽哈孝遠,positive
7220,手好長,positive
137,這兩天都很精采 ,positive
4571,好了就好了,positive
28353,怎麼有上次的既視感 不说 ,neutral
16289,陳汁雅,positive
26355,@劉鎮源 你好 挥手 ,positive
22802,打的真好^o^,positive
9172,啦啦隊好香,positive
2834,好霸氣啊,positive
12686,好好笑他們打對話,positive
23011,恨熊熊,negative
29097,The Players seems so sad,negative
716,很...很尷尬,negative
8265, 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
5082,感覺有機會,positive
14470,康堤好棒!!!!,positive
32766,好,positive
15244,排球超難,negative
4090,簡有進步了啦,positive
5283,佑佑送你一球,positive
24392,難怪台灣排球不會進步,negative
14748,球給李玉沒毛病,positive
26706,靠,positive
14873, 笑哭了  笑哭了 ,negative
32736,here comes the errors!555+,negative
9157, 笑得满地打滚 ,positive
22637,他姊廖佳蓉,positive
29024,人家不愛妳,negative
25090,嗚嗚嗚嗚大家今天打球的心情都很好 羞涩微笑 ,positive
6843,成功率是真不錯,positive
18747, 笑得满地打滚 ,positive
14128,廖佳安,positive
25416,長太高了 ,negative
25405,穩定供電！,positive
11098,這天花板也太矮了吧,negative
7020,那個是棒球，排球差距沒有那麼大了,positive
31224,好喜歡,positive
3996,笑死,negative
18631,caster curse 笑哭了  笑哭了 ,negative
29984,搞什麼 笑得满地打滚 ,positive
14367,這場看現場很值得!,positive
15838,突然一轉 真的會暈XD,negative
16548,Oh,positive
6260,祝大家植樹節快樂,positive
1673,對阿 我也好喜歡看他打球,positive
26196,賽程還可以再奇幻一點,positive
17748,剛剛戳臉太可愛,positive
8146,好拼命,positive
17414, OK  OK  OK ,positive
3897,nice,positive
2428, 笑哭了  笑哭了 ,negative
13470,簡單來說就是他不會打他得名子,neutral
21295,這顆打得好,positive
26753,怎麼回完話後事情跟剛剛又不一樣了 笑哭了 ,negative
20429,@Aone Lau 對.師大,positive
12606,大家都很努力唷!!!!!,positive
26376,terimakasih,positive
8799,完全亂成一團 含泪的笑脸 ,negative
30475,Santos不知道發生什麼事 今天打得很悶,negative
640,蜜大腿笑死,negative
31644,OK,positive
27839,她今天不錯啊,positive
20284,美景濃：蛤,positive
29524,這球扯,negative
22595,好慘,positive
17017,已經讓人覺得很開心,positive
6489,古巴的普遍都很強,positive
26109,進場支持的好賺喔,positive
21869,集氣,positive
23989,唯一支持 簡老師,positive
933,好啦那你不要看,positive
2224,好拼啊,positive
19466,給阿彰哥啦,positive
1691,好高…,positive
21905,太客氣了台中人,negative
2820, 笑哭了 ,negative
19893,有當兵更有力了,positive
1979,好聰明,positive
986,可以看昨天的,positive
27878,今年球迷會很開心,positive
22403,深夜大戰好啊，這樣其他運動比完都來看排球,positive
14935,笑死,negative
11866,整個崩潰了,negative
22261,温 膝蓋狀況不好 按键 8 ,negative
32181,後面三局體力消耗太大了,negative
8035,nice play,positive
8067,哇!!兩個仁,positive
474,隊運大傷,negative
32790,彰師,positive
31399,我好喜歡,positive
19026,守得好啦啦  橙心  橙心  橙心 ,positive
23840,太扯啦啦啦啦啦,negative
17717,其實恩得大專也蠻不錯的,positive
25815,太棒了,positive
1328,真的被反超了,negative
3014,兩個瑞芳在場上了!,positive
24493,如此激烈！,positive
27749,太幸運了,positive
25722,大家實力都有提升起來,positive
30433,去年中國人纖vivi也不會說英文,neutral
22914,夢話學姊,positive
19202,企聯真的很有趣,positive
22408,有買喔,positive
24463,:goodvibes::goodvibes::goodvibes::goodvibes:,positive
13953, 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
16655,良,positive
21566,good,positive
25340,好想去看,positive
13213,加班！,positive
19386,你還好嗎,positive
4933,一千塊沒多少而已超划算,positive
14165,興國去新加坡,positive
24418,好 汉堡 好飽,positive
5038,打得有氣無力,negative
28948, 哈哈  哈哈 ,positive
17522,守很好,positive
434,內馬爾擋住了我對世足的熱情,positive
12648,受傷吧我猜,negative
30873,好啦三局,positive
16879,笑死,negative
25755,Mizuno 要準備害怕了,negative
13875,接不行 發不行 還有什麼可行？,negative
2289,漂亮 夠斜,positive
17276, 笑得满地打滚  笑得满地打滚 ,positive
21539,109也太鬼,negative
15178,新竹也冷 好想回高雄,positive
26600,狀況不好,negative
30111,實力是有差 人家還沒有放棄你就在臭,negative
11836,哇這球很漂亮,positive
22063,不敢相信,negative
29378,Congrats!,positive
2208,"最怕的是他膝蓋有點問題, 但不講",negative
21411,我不封他只為了看他笑話,neutral
14828,對 淡江,neutral
7980,carla 快累死,negative
29891,拍得真好,positive
31965,恨熊熊,negative
9840,温的姿勢真的很漂亮！,positive
26066,congrats ws,positive
29102,真的 沒錯,positive
26268,二次突襲，漂亮!,positive
21110,那個到處亂臭的直接封鎖就好，眼不見為淨,negative
12905,浩吐露死,negative
17649,昭明好強,positive
5897,這很難解釋,negative
20167,阿璽nice ,positive
2937,哈,positive
27181,太短,negative
25991,漂亮,positive
23298,打得很好，不需要减肥了,positive
2986,好吧,positive
30349,汪真的變好強,positive
19545,球飛超高,positive
4231,被釘爛QQ,negative
70,今年真的變好強,positive
2826,好,positive
21889,太好了,positive
23383,心臟好痛==,negative
31983, 吓死了  吓死了  吓死了 ,negative
23815,長的也很好 鼓掌 ,positive
4134,笑死,negative
22772,印象陳盈琦打的也很好,positive
11795,有錢就是可愛,positive
23048,哇哇哇,positive
1684,全力拚一把吧！,positive
16396,這球還好甩的夠快,positive
19854,他球點真的好高!!!!,positive
28331,剛回家就看到這種 好賺,positive
13981,這絕對是今天的highlight XD,positive
26512,簡根本不行吧,negative
7939,林好好笑,positive
30604,真的！,positive
8004,女壘隊很有名,positive
27501,詩情超棒,positive
21453,確實,positive
4287,欄的好,positive
25564,他是因為受傷吧,negative
19680,感謝兩隊的基情四射…,positive
4116,太狠了,negative
17213,被反超,negative
7118,好強,positive
4088,反彈!!,negative
29286,好瘋,positive
17157,真的好像面試,positive
1015,兩邊都打的超好的大家都辛苦了 恳求的脸  恳求的脸 ,positive
22424,衝殺毀,negative
13365,賣亂啊~~~,negative
30494,好的謝謝,positive
26394,好好笑,positive
17794,看了我都要哭了,negative
22445,小可愛,positive
16275,我都被騙,negative
11527, 笑得满地打滚 ,positive
12179,超兇,negative
10026,！現在不行嗎 忍住泪水 ,negative
23442,漂亮的直線,positive
15165,愛心,positive
31823,他真的跳的有夠高,positive
29045,拉得很快,positive
1517,又講錯名字,negative
4162,ㄨㄚˊ猜錯一個,negative
10451,其容鬼,negative
6266, 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
4860,好啦你最強啦,positive
30127,有!,positive
5695,好 不要急,positive
12927,平了,neutral
20373,偷米是怎樣好好笑,positive
2851,太扯了,negative
2099,拜為佳,positive
8712,好強,positive
29228,公正比較不會有爭議吧ww,neutral
28327,但像葉軒岑高中也是打室內排球沒說，只說之前打沙排，都給人一半的資訊,neutral
24627,差一分！,negative
16919,這兩場地2局都好傷心臟,negative
18081,太短,negative
18662,欄得好！！,positive
13973,掌聲好大,positive
21035,cool cool ,positive
10059,真的很扯,negative
4594,哇！,positive
22480,換上一張SR卡片 笑得满地打滚 ,positive
9619,你去看日本 或韓國的聯賽 現場觀眾滿滿,positive
2678,cute ni no.17  喜笑颜开  喜笑颜开  喜笑颜开 ,positive
25805,好甜,positive
20728,好準,positive
31520,中華男排新希望,positive
28742,貼網感覺就是2功了,positive
15851,這個真的嚇出尿,negative
16438,漂亮,positive
7095, 笑哭了  笑哭了 ,negative
1592,找球迷來比摸高,positive
16127,新年快樂,positive
13813,打得節奏好快！,positive
27484,好強,positive
23598,明天心臟科生意應該很好,positive
23039,謝謝,positive
6337,他是一種吉祥物嗎,positive
28043,gegegegegege,negative
21692,太扯了,negative
23782,來個首勝吧!!!,positive
6415,大家拜託去看彰師,positive
1569,匈牙利跟奧地利有差嗎,negative
15812,平常沒練習,neutral
14736,我覺得愛心還好，重點是吐舌頭。。。,positive
18542,好好笑,positive
27996,好好笑,positive
32015,差的有點多 ,negative
27104,到場支持,positive
26084,謝謝各位解答,positive
32294,還是看排球好了,positive
19899,胎胎回高雄了,positive
26047,扣球真棒,positive
18731,哇！,positive
3002,笑死,negative
29806,有讀書有差XD,negative
8055,慘了 十點了,negative
11791,1分差,negative
30171,嘉永老師真要摃四場了…,positive
16961,靠,positive
25652,是說燙捲吧,negative
4819, 双感叹号  双感叹号 ,positive
10051,大家都棒欸,positive
31769,後面打太急 ,negative
1154,對對對 感謝糾正,positive
18308,這應該來得及卡罵吧,negative
4172,好溫柔,positive
27423,令人疑惑的...,negative
15855,有傷吧,negative
31577,好響亮...的痛,positive
29730,電力滿滿,positive
22824,太急了,negative
194,ok!,positive
28460,差滴,negative
30680,加香雞排也好,positive
5111,太短,negative
12130,Bravo Sarooo,positive
9375,手腕真的用得好好,positive
15487,主bo是不是感冒,neutral
26193,打球就是這個態度，一直去想爭議的球只會越來越差,negative
6284,今天簡狀態很好喔,positive
18505,好嚇人,negative
4692,逆轉啦,positive
8222,長官好,positive
16755,慧瑩,positive
5180,頌柏廷摸高多少,positive
13611, 双感叹号  双感叹号  双感叹号 ,positive
19811,天祐好瘦,positive
27921,還好啦~黃鶯下球不就打回去了嗎XD,positive
15049,台灣還是籃球跟棒球比較吃香,positive
15502,失控密碼?,negative
20779,新稱號 好學生,positive
28581,現場還能聽音樂喔，真不錯ㄟ，感覺真棒,positive
6944,太燥了是吧,negative
17476,可以可以,positive
31887,在現場 好嗨喔,positive
28500,太亂了吧,negative
20387,失常的太陽?,negative
3322,比愛心,positive
28250,排名應該是1對6 2對5 3對4 才比較好,positive
21058,準備了!!,positive
17699,超好笑,positive
4328,漂亮,positive
8845,沒關係啊,neutral
6943,實力好然後也算穩定，結果機會不多,positive
25341,盯死死的欸,negative
14232,太蝦,negative
28406,很滿意,positive
20497,好高ww,positive
29013,今天大家都好嗨,positive
14678,預測成功！！,positive
21433,好色喔,positive
12508,又被拐...,negative
21202,樂天喔， 林襄、陳怡叡、壯壯、張語芯 四個而已,positive
20299,五局兩隊都會有積分,positive
2490,差點又翻船,negative
17576,差低,negative
5125,超好笑,positive
277,117公里...太鬼了吧,negative
28869,哇!!!!!!!!!!!!!!!,positive
13184,好快,positive
3347,期待下一場一樣精采!,positive
23471,很有技巧啊,positive
14580,好了啦kerker,positive
22381,飛超高,positive
31551,阿唷  吓死了 ,negative
31324,好快,positive
9227,受傷啊QQ,negative
142,靠北,positive
23610,預測成功 36,positive
28667,每一分都好不容易喔,positive
10105,太扯 怎麼都能守,negative
767,阿菲太棒了,positive
17386,練習賽模式開啟中,positive
26740,"上次看籃球在報曾祥均,, 我還在想甚麼時候跑去打籃球了",positive
16565,被三寶擊落好慘,negative
12993,慘不忍睹,negative
9065,好喔 斜眼笑  斜眼笑 ,positive
31451,跳出去應該是真的傷很重…,negative
4561,要吐血了,negative
32827, 得意 ,positive
2152,國軍吞下去！ 畢竟今天收假！,negative
7346,好痛...,negative
23390,都要變成 時間管理大師了  吓死了  吓死了  吓死了 ,negative
21080, 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
10028,Good job Libero!,positive
19110,說話藝術 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
226, 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive
7437,好強,positive
3641,中原最有名,positive
21781,要有好的揭發才能打戰術,positive
1986, 笑得满地打滚  笑得满地打滚 ,positive
15530,可愛 斜眼笑 ,positive
16619,美女很兇,negative
17175,興達電廠,positive
16876,好什麼,positive
24221,新北田有志,positive
23630,Cover!,positive
15643,太扯ㄌ,negative
4021,陳昱潔好像有受過大傷吧,negative
27712,球太炫的結果,negative
11843,"年輕真好, 確診完馬上恢復",positive
24556,雙子星,positive
22792,很堅持,positive
28377,永遠可以相信簡老師 拇指向上 ,positive
16405,好難得,positive
32698,今年賽事沒有很好,negative
18469,超兇 笑哭了 ,negative
12505,有彰師的,positive
13527,打快樂的！,positive
7488, 累死了 ,negative
13702,顏值的部分不用擔心，覺得各隊的顏值都很高,positive
23612, 笑得满地打滚  笑得满地打滚 ,positive
22460,可以，蓋手章,positive
7417, 斜眼笑  好可愛,positive
177,你叫哈孝遠來打女排,positive
15782,恩得100分,positive
28257,多怕被大ㄉㄟˋ XD,negative
25212,太遠了,negative
17499,剛才好像聽到有人罵靠背,negative
18025,哇！！,positive
10311,受傷,negative
1885,可愛,positive
14618,暉哥是剪頭髮了嗎 笑哭了 ,negative
8757,小黑今天感覺頗累,negative
2882,開始出現明顯的實力階層了，好現象,positive
10993,預言36的成功了,positive
15002,太好了,positive
2853,很影響,negative
24084,佩,positive
23909,害以為我被雷 ,negative
23779,亂流,negative
496,中間狠狠的k,negative
2703,策略正確,positive
24042,好好笑,positive
22747,Ace!!!!!!!!!!!!!,positive
32608,完美欄爆,positive
30789,謝謝,positive
3032,很好,positive
20425,主流要推廣與參與....,positive
17133,真羨慕,positive
19592,笑死,negative
20075,太重了,negative
15971,熙均!,positive
28968,嚇死剛剛差點漏掉,negative
20957,好想看外國人發瘋,positive
29828,6隻算不錯了,positive
2168,現在這個陣容到是打的不錯,positive
16334,我仍然沒有看到19號。 也許他不再是溫斯特裡克的一部分了  困  放声大哭  累死了  沉思  吓死了 ,negative
31135,很可愛欸,positive
22273,煜淳 喜笑颜开  喜笑颜开  喜笑颜开  喜笑颜开 ,positive
15736,那球沒問題吧,positive
13739,這麼虧喔,negative
7987,怎麼有人在臭,negative
8169,皮卡丘電力支援,positive
30321,守得也好,positive
9343,傻眼,negative
12654,戴感覺要偷撥了喔!!,negative
14403,修正打得好,positive
19783,簡老師英雄！,positive
6016,心臟真的痛,negative
9929,被舒服了,positive
506,力量好大,positive
15959,好了啦不要一直洗是腦袋抽筋只想到這句話可以講喔,positive
10894,後面的紀錄真的很可愛 ，好像韓星喔,positive
11031,好誇張,positive
13703,阿兵哥的威力,positive
1901,張閩順是受傷？,negative
28899,認真覺得如果國家隊的人好好找台灣一定可以走得更遠,positive
22032, 笑得满地打滚 ,positive
23407,羨慕日韓兩國,positive
8815,太扯!!!!,negative
31521,3個強發,positive
7835,好想喝橙芝汗,positive
