text,球迷的聊天
Ge babush🤣🤣,1
Bye Marc🤣,1
tvb?,1
huy bawal yun!,1
may pag add,1
hi paul,1
😘,1
hello stellar,1
是啊,1
KALA KO BA MAG AARAL KA JHUNIANA?,1
冠軍賽能大洗牌也不錯啊,1
他說冠軍賽,1
謀合XDD,1
wag na mag aral,1
問題好複雜😂,1
kumusta? paul?,1
所以他們不會冠軍賽見了,1
賽制問題,1
除非有敗部復活XD,1
tvb,1
Waalng POG dito.,1
wag ka naman mag selos stellar,1
v para masaya,1
賽制比較特別 第一輪單淘汰 後面反而比較多場,1
ay yun na nga !!!,1
鹿死誰手好期待,1
兩支最有狀態的第一輪就對決了,1
cut slice,1
有可能第一輪就是冠軍賽了XD,1
eh?,1
hi traveltv?,1
hi stellar,1
這樣常規賽有什麼意義,1
kumusta?,1
多打幾場才能多賣票（？）,1
congrats!,1
四隊打循環積分制感覺比較有看頭,1
斂財了斂財了,1
ayos lang,1
有勝場，但少啊,1
"nice , taga san a?",1
paranaque,1
taga san ka?,1
ahh okay,1
ikaw,1
4隊打循環積分也不會一場狀態不好就下去,1
davao eh,1
sorry naman paul,1
冰箱🫶🫶🫶,1
lapit lang davao,1
xiexie hopsports,1
layu kaya,1
在大專賽打超好,1
old enough to be yours aww,1
35,1
他在企排也是鬼吧,1
都是 超屌,1
8888888888888,1
8888888,1
希望最後大家也能調整好狀態/,1
punta ka nga dito ngayon kung malapit lang?,1
stellar DDS?,1
one way ticket,1
Azriel I appreciate it ,1
哇！余老師！,1
我也在比賽(法式滾球 桃園,1
這把挺你們,1
周罐頭大拇指,1
我大周周天下第一,1
落水囉,1
嚴密看防！,1
手很抖,1
真的欄嘚好欸,1
給璿哥啦,1
簡老師拼了！,1
焦！,1
首局都拼了…,1
好好笑真的,1
也沒有多高啦,1
走超低,1
不過現在第一局還落後 XD,1
本身還是第二名的 一下子連輸很多場,1
對啊好丟臉 但讓其他隊機會也不錯,1
？,1
??????,1
??,1
???,1
太晚換了吧,1
今天士氣沒起來啊,1
只是高度差了一點,1
好好笑,1
好好笑,1
意外一腳！,1
這下半季幾次了,1
是另一個,1
郭家名沒有上嗎＝＝,1
緩緩 在拼一波,1
阿波羅的周邊好多哦！🥺,1
今天根本輕鬆玩輕鬆打,1
24分恐懼症XD,1
抄襲體育準備下去囉!,1
懊惱,1
他們是什麼生命共同體？,1
越來越國際化了,1
平了!,1
簡老師太扯⋯⋯,1
韋倫好屌,1
身材優勢！,1
順手一吊,1
66,1
抄襲體育準備下去囉囉囉,1
真的看不下去,1
不看了,1
問號,1
開心到我以為是第5局,1
不看了慢走不送,1
真的問號,1
不用告訴我們,1
日落了🌄,1
要收官狀況就變得好多😔,1
不然能力是有的,1
康緹上半也是最後一場才醒 不會吧,1
還有中華隊的 ,1
明明一樣都有沙排的 能力也不同,1
或許也跟隊長領導有關 畢竟No爸征戰多年,1
但以個人能力相較其他隊 真的能力差很多,1
那靠北好大聲,1
兩個老江湖了 都很強,1
真的哇鳴！,1
好無聊,1
Ace,1
No老師的手腕很軟🥺,1
看no的突襲就是心臟很大顆,1
本土最強其實是黃培閎,1
昱承,1
確實,1
培閎+1,1
年輕人打嗨了！,1
太酷了同名🤣,1
可能在中原連四勝要休息一下～,1
沒有拚勁,1
😭,1
好糟糕,1
High咖 腳傷也不能上場玩一下,1
會很妙,1
第三名輸給第六,1
不夠長,1
？,1
!!!!!!!!!!!!!,1
🫣,1
gg,1
......,1
阿波羅？,1
8888,1
慘,1
??,1
LUCKEY,1
失常的太陽?,1
慘,1
真的,1
被野火丟包,1
要看台中市政府要不要繼續提供資金,1
????????,1
焦換胖是對的,1
抄襲體育下去下去下去!!!,1
覺得第二局要涼了,1
胖換焦啦,1
哇這個比分,1
不知道在打什麼看不懂,1
把陳昭明換上來啦,1
真的看不下去,1
來個展昭連線,1
怎麼變JJ了,1
陳昭明也是,1
簡老師😔,1
東泉辣醬啦,1
完拉完拉~~太陽完啦,1
蛤,1
這時間差,1
真的是有點看不下去,1
只會用愛將,1
對啊讓照明上啦,1
"anyare sa appolo,,,,,",1
阿得好強。 100分,1
其實恩得大專也蠻不錯的,1
麻煩讓YouTuber上場,1
麻煩讓昭明上,1
體保台大 笑死,1
真的很看不下去= =,1
OUT,1
YouTuber正在寫稿中 別cue,1
推,1
亂節奏之術,1
第三局昭明就會上了,1
有些人嘴很臭喔,1
@@,1
展昭連線,1
連下兩局了！！,1
看不下去 早點結束吧~,1
暈了🥰,1
真的哇咧,1
:text-green-game-over:,1
每個人領一瓶東泉,1
抗分的人 都太心疼了😭,1
很有趣 爆冷門,1
先吃飯了 回來再看看打完了沒,1
希望昭明下句可以上,1
那真的會大爆冷門,1
可能會打完,1
展昭連線只能看其他小比賽了,1
排名應該是1對6 2對5 3對4 才比較好,1
加班加起來～,1
為什麼展昭只能小比賽 我不懂 他們明明很穩定,1
問題是排協不是這麼調的阿,1
沒可能是有輩分之分吧？！,1
東東也是滿穩定的一位,1
高個3公分？,1
好啦我們約禮拜六直接偷偷來,1
記錯…,1
"挖塞, 令人驚訝的結果",1
😅😅,1
K,1
我先洗澡,1
等回來看,1
...,1
希望還在打,1
太扛了！nice,1
真的謎,1
昭明是沒去嗎？一直扣著他要幹嘛⋯,1
不要：0餒,1
給宗宣,1
哥 要上那去 xdd,1
3-2,1
還有發限動,1
昭明該上了,1
今天是日蝕ㄇ🥲,1
他是公開一,1
"中原跟師大都沒進循環賽, 反倒是國北教大進了, 這就好玩了",1
Ig 發文有在現場,1
這球好的,1
這顆不錯,1
先洗澡,1
等等回來看,1
哇 一打開這個比分嚇到,1
今天輸了是不是就沒了,1
你剛剛講過了^_^,1
不敢相信！,1
回來說不定沒了,1
希望下一季還能這麽多隊伍,1
對 不能循環,1
對 輸了就下季再見了,1
台中市政府,1
野火運動我記得,1
怎麼坐在場邊看啊,1
QQ,1
還在就太好了 👍,1
臺中市政府只是冠名補助 不是老闆啦,1
要爆冷了嗎,1
宗宣！,1
那個是冠名贊助吧,1
全能體育,1
挖　這場！！！,1
阿波羅醒了嗎🥺,1
讓二追三!!!,1
有哦！ ,1
醒了嗎,1
我要顯靈了喔,1
主審不搞 沒辦法集被動啦,1
穩回來 拿下來,1
？,1
好大的洞,1
守的好,1
康堤gogo,1
昭明有來喔,1
催下去！,1
昭明🥲,1
亞理總是用最平靜的語氣說最狠的話🤣,1
昭明說：leave me alone,1
煎餃吃太多 跑不動了,1
如果被直落三就。。,1
6,1
6,1
墊底,1
最後,1
他不是都是來球場簽名會的而已🤣🤣🤣,1
最後一名,1
例行賽最後 只有一勝 XD,1
康堤例行賽全敗QQ,1
還有一勝,1
有一勝,1
有一勝,1
一勝,1
抱歉，我忘了QQ,1
今天可能有第二勝,1
要醒了嗎,1
這場 康緹打的比較團隊,1
6 6：有掛喔,1
8號是誰,1
ca,1
打點好高！,1
無聊，約炮你情我願，小學生才大驚小怪,1
要有證據欸，誹謗你就準備進去蹲,1
顆顆,1
哇！,1
哇,1
有收錢是不是啊,1
康堤8號約炮約到上不了場喔,1
簡老師要綜藝摔了,1
集被動,1
有嗎,1
??????????,1
看起來蠻漂亮的,1
沒聯集吧,1
有被動了,1
主觀意識,1
我不會看,1
被動要開啟了嗎,1
球很轉啊,1
這樣拐的哦,1
雨露均霑,1
主審想還一個是不是,1
康堤8號約炮約到上不了場喔,1
每次都有爭議,1
主審真的是主觀意識,1
??????????,1
他碰了兩次吧,1
拉回去看就知道,1
補哨? 😆 ,1
兩邊一起搞可以欸,1
太哭了吧,1
都給一個 公平 XD,1
主審一人一顆,1
這季爭議怎麼那麼多,1
公正😂,1
我也以為他碰兩次ㄟ,1
康堤8號約炮約到上不了場喔,1
有戴眼鏡近視很重喔,1
康堤8號約炮約到上不了場喔,1
康堤8號約炮約到上不了場喔,1
哎,1
聯集交集。,1
康堤八號比較會抗壓還是比較會約炮啊,1
連拿2分了,1
哇,1
中棟,1
簡老師無奈,1
有了有了,1
康堤八號約炮被抓到 道歉完還直接封鎖 ,1
簡老師,1
23:19,1
簡老師 辛苦了,1
簡老師剛剛在跳舞XD,1
簡老師鬼,1
手舞足蹈 笑死,1
鬼展,1
硬拉,1
簡老師剛剛迷蹤步,1
鬼展回歸了,1
鬼展當作他之前大專盃書國北在報仇,1
超iN,1
比康堤八號還硬 操爆啦,1
程暘今天沒去約喔,1
？,1
？？？？,1
提起一次 傷一次,1
????,1
XD,1
==,1
章魚停,1
到底要多爛,1
沒敲到,1
..,1
真的有拐到,1
到底XD ,1
尷尬,1
歐 高偉程,1
還有變數哦,1
笑死,1
誰有場邊撿球小姊姊的哀居,1
殺了個寂寞,1
張詠棋,1
我有看到CONTI8號,1
真的………………,1
好狠,1
水,1
3:1,1
死裡逃生,1
約炮大王,1
太瘋了要冷靜,1
發得好啊 直接被砍爛笑死人,1
讓2追3囉,1
康堤8號約炮仔約我朋友女友被抓到,1
4局結束,1
讓二追三,1
🧡🧡🧡🧡🧡🧡🧡,1
讓2追3,1
4局4局,1
打五局吧 快沒得看拉,1
要打個五局才有看頭,1
所以8號是誰？,1
約炮犯法嗎,1
太陽要升起了,1
= =,1
被抓到要不要讓他上新聞,1
在啦淦,1
約炮不可取,1
約炮約起來,1
不是 他到底是哪位 根本不認識 ,1
好了就好了啦,1
???,1
無聊,1
我來看比賽的 不是來看你爆料的 爆料請去靠北排球,1
笑死🐒,1
= =,1
證據拿出來再說,1
8號在企排官網沒照片欸,1
知道啊但現在是球賽時間 ㄏㄏ,1
有靠北排球這種東西喔？🤔,1
我只能說 你宣傳的時間錯了🤪,1
消失了,1
好了不要吵 讓我們來討論簡老師的迷蹤步,1
看來被消失了,1
簡老師🐮,1
簡老師迷蹤步真的很美麗,1
他大概約不到在眼紅吧,1
幹球童好正,1
時間差,1
掩護很好ㄟ,1
洗澡回來怎麼打四局ㄌ ,1
輕輕鬆鬆打斜線,1
竟然還有,1
用腳接,1
坐著被淘汰 😔 要殺我不要用這樣的話,1
嚇死,1
感覺剛剛noon欸,1
感覺有點out,1
100 Ace,1
哀額,1
Ace!!!!!!!!!!!!!,1
運動員約泡感覺不是很意外的是..,1
約炮沒啥啊 道歉完直接封鎖有點不會處理而已,1
換一個帳號回來….,1
誰啊😂,1
好了啦再講下去真的好可悲 沒人要理你欸🐒,1
nice,1
怎麼覺得手指有動?,1
挖,1
陳建彰沒有打嗎今天？,1
這是去特訓了嗎？,1
確實,1
扣球的分後的放的那段聲音到底在講什麼,1
勢不可擋的互相對殺啊！,1
有餒有餒,1
現在覺得剛來亂的人也蠻可憐的,1
boom~ 葉教授 boom~ 葉教授 boom~ 葉教授,1
簡老師😂,1
扣球是在說 Here comes the Boom,1
葉教授到底是啥,1
手指包球,1
超好笑,1
指插球,1
?,1
Lucy ball,1
才剛講擦往,1
馬上追回兩分差,1
xd,1
態度真的還是好積極🥲,1
變速球,1
連賽兩顆,1
穩著啊,1
這一局是太陽的生死局,1
阿怎麼一直臭,1
Nice ,1
突破,1
你來我往,1
挖靠,1
真虐心啊！,1
瘟疫,1
温：？,1
…,1
蛤,1
==,1
?,1
要幾顆,1
看來第六要當總冠軍了,1
我大周周天下第一,1
哇哇哇,1
慶祝真的很可愛！,1
哇,1
很明顯一邊比較有活力,1
啦啦隊好好玩！,1
太幸運了,1
哇,1
這....,1
哇勒…,1
ㄜ,1
???,1
季後賽是循環賽還是單敗淘汰啊?,1
淘汰太陽吧,1
蕉勒？,1
看吧 我就說煎餃差太多了嘛,1
國北教大班底發威,1
亂了,1
？？吊這啥,1
快樂聯盟例行賽擺爛就好,1
單,1
太陽輸了就沒了,1
？,1
淘汰,1
哭啊,1
蕉勒？,1
第一場單淘汰 接下來才循環,1
國北,1
細膩球,1
如果這場太陽輸就都沒了,1
鬼展休息了,1
.....,1
哇....,1
真的掰了,1
敗多,1
拜託啦,1
"ru, ",1
清芳老師好中立 xdd,1
感覺都不讓沒上場的試試看,1
最後一名怎麼可以打季後賽-.-,1
好想加班喔⋯⋯,1
康替大黑馬,1
拜託了 還有機會,1
吳換阿得,1
這是單淘汰媽,1
搶幾阿,1
再7分,1
是,1
這場是單淘汰,1
康體有開心一陣子了,1
哇,1
哇哇哇哇哇,1
下去嘍！！！！！,1
循環賽再打2個進冠亞軍,1
奇蹟製造機嗎,1
4,1
一勝奇蹟,1
唉呀,1
再六分,1
太陽今天差點沒了,1
昭明就不夠強,1
哦哦哦啊,1
剩五分,1
寄,1
笑死真的太扯啦,1
我大周周天下第一,1
他們去賣聯名商品就好,1
這個賽制太扯吧,1
想不到吧xd ,1
不勝唏噓,1
這賽制 ㄏ,1
康體專注啊,1
太陽跟彰師裡面不多人一樣,1
比賽還沒結束,1
第六可以打第三賺爛了,1
ㄏ,1
不被罵不會成長,1
穩一顆啊,1
不要提早開心,1
對啊 奇怪 一直講賽制,1
對啊？,1
季後賽最大冷門,1
有人在搞,1
－4,1
那這樣例行賽就可不用認真打阿 最後一名都可以打季後賽,1
三打六是三賺到,1
對,1
氣氛,1
嘿啊,1
⋯,1
= =,1
???,1
穩一下,1
亂了,1
冷靜！！,1
冷靜阿,1
冷靜冷靜~~,1
天啊,1
那這場輸的人就被淘汰了？,1
冷靜！！,1
對 輸的下季見,1
對,1
請問賽制哪裡看,1
炫 對 單淘汰,1
對 輸了淘汰,1
水,1
哇噻,1
漂亮！,1
水,1
韋倫！！！！,1
企業排球盃,1
簡老師太鬼了,1
不,1
簡老師！！！,1
一分差,1
賽程官網有 我只是看不太懂賽制的關係，所以問一下，感恩各位的解答,1
簡老師接的好,1
歐買尬,1
水,1
不急還有5球,1
到底怎麼接的...,1
平了,1
20分魔咒,1
!!!!!!!!!!!!!!!!!!!,1
康堤魔咒...,1
再嗨阿,1
打起來打起來!,1
衝過了,1
水,1
不對8,1
噢噢噢噢噢噢噢,1
鬼...,1
大猩猩,1
我大周周天下第一,1
跳好高,1
簡老師真的鬼,1
那動作.....,1
太跩了拉,1
簡老師鬼接,1
簡老師真的扯,1
笑死,1
有,1
心臟開始在痛了,1
cover啦啦啦,1
好亂,1
太幸運,1
笑了,1
這個欄往不錯,1
蛤,1
...,1
= =,1
我的心啊！,1
這...,1
???,1
？,1
完蛋,1
基操,1
.,1
本場比賽只有到這邊才在正經嗎,1
基操,1
基操,1
尷尬,1
不是有點傷是很傷XD,1
快放槍放掉整個賽季了,1
關鍵時刻果然烙賽,1
太虧了,1
手抖,1
？,1
我的心啊！,1
一場定生死喔！輸了就進不去了～,1
一起放槍,1
頭好痛,1
這麼膠著喔,1
發起真的好難哦😭🥺,1
阿...,1
...........,1
輸就打包回家了,1
天啊,1
= =,1
天啊🥲,1
:body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms:,1
一起烙賽,1
買一送一阿這,1
如果現在放棄的話 就混很舒服哦,1
抗壓,1
好敢發,1
什麼啦,1
又一球,1
互送大禮包,1
一起烙賽XD,1
搞闢ㄚ,1
居然２３平,1
cover啦,1
天啊~,1
WAAA,1
追3追3,1
站那麼高在幹嘛,1
罩,1
傻眼,1
請問季後賽是三戰兩勝嗎 還是一場定勝負,1
:goat-turquoise-white-horns:,1
追好多球,1
真的要冷靜欸,1
季後賽單淘汰,1
哇！,1
哇,1
哇,1
我的天,1
哇喔,1
三小啦,1
omg,1
阿阿,1
~~~~!!!!,1
累了,1
單人跨欄的概念,1
我的天,1
水準好差,1
哭爆,1
看著都累,1
吳要爆氣了,1
還好是左撇子,1
我的偶像,1
鬼轉,1
！！,1
撈進來,1
扯,1
來回波太多了，沒空間呼吸,1
喘死,1
手抖阿,1
哇！,1
太狠了,1
焦,1
...,1
明顯打不下來不換嗎,1
哇 MP 了,1
CONTI賽點,1
我的耳朵,1
大心臟,1
別被拐氣！！！！！！,1
巴南！！！,1
別刷,1
out out,1
out,1
剛剛那條線也太漂亮,1
好難說,1
？！,1
硬,1
居然,1
小焦很包,1
out!,1
？！,1
太扯,1
成功了,1
7….,1
靠,1
out,1
居然,1
！！！,1
好難,1
！！！,1
居然,1
一點點,1
哇,1
扯,1
靠北,1
水,1
.....,1
蝦毀,1
挖塞!,1
蛤,1
unbelievable,1
哇,1
==,1
哇!!!!!,1
痾,1
幹 好扯,1
！！！,1
？？？,1
超級剛好,1
尷尬,1
....,1
殺小,1
傻眼,1
Out啦!,1
一根頭髮,1
一根頭髮,1
命大,1
水拉,1
再續命一波,1
好亂,1
差幾奈米,1
…,1
殺小,1
五局了,1
哇賽,1
太近了吧...,1
幹,1
？？？,1
花轟,1
一發斃命,1
哇,1
靠！！！！,1
XDDD,1
⋯,1
好扯,1
哇,1
水！,1
三小,1
.....,1
可悲,1
好扯,1
這我真的會想罵髒話,1
幸運球阿,1
太扯了吧,1
好幸運！！！！！！！！,1
..,1
啥小,1
啥小⋯,1
6,1
5局,1
哇嗚,1
？？？？？？？？？,1
我的天,1
XDDDDDDDDDDD,1
扯,1
太扯了吧,1
好扯,1
五局大戰,1
？？？,1
命啊,1
乾,1
😆 😆 😆 😆 😆 😆 😆 😆 😆 😆 😆 ,1
戲劇性,1
什麼東,1
🤯🤯🤯🤯🤯🤯🤯,1
好敢,1
那也沒辦法,1
三小,1
續命成功,1
…？,1
三小,1
WC,1
命中註定要5局,1
重新回到原點,1
今天網子的戲份好重,1
五局的局了,1
陽壽球,1
賽,1
三小,1
？？？？？？,1
天啊,1
讓二追三,1
在拍電影喔,1
超好笑,1
氣死,1
爬網續命,1
嚇死人了,1
續命,1
漂亮,1
絕對幹一波,1
陽壽球,1
讓二追三,1
好扯,1
又回到最初的起點,1
不敢相信,1
嚇死,1
連兩場五局,1
靠2:2爾以喔 我以為地5局,1
心臟都沒了,1
who got lost between mizuno and taipower,1
拿命在換欸,1
太幸運了吧,1
加班好開心啊⋯⋯,1
大家心臟還安好嗎,1
這到底是什麼發展,1
用陽壽換一局,1
?,1
開扯了吧,1
嚇一跳ㄟ,1
I can't believe it,1
想看銘,1
我先去吃降血壓藥,1
心臟好痛,1
你心臟好嗎?,1
你還好嗎,1
平常有燒好香 扶老奶奶過馬路,1
我還沒有掛,1
真的是心臟快死掉,1
oh mizuno is out....,1
1-4打？,1
這次要扛著啊,1
即使輸也不算第6名吧 何況還不知道,1
因為男生有6支隊伍,1
所以1-4 2-5 3-6,1
為什麼不是第一跟第六打？,1
16 25 34,1
對 康替只有1勝,1
職業隊 ㄏㄏ,1
因為賽程覺得這樣比較有觀賞性,1
我在等爆冷 結果都不給爆XD,1
"為了讓比賽更精采,才會這樣排",1
太陽風暴是過去式了,1
虐心劇場 之 十五分大決戰 …,1
現在都打這麼凌亂了,1
我也感覺循環賽不論今天那一對晉級基本上都很危險,1
升上去也是被暴打,1
很多人不認同吧....,1
對啊,1
我是覺得多打這一場 沒必要 就直接抓前三開幹就對了XD,1
反正最後一名也可以進季後賽 例行賽隨便打就好,1
循環也會被打爆吧..,1
通通有獎的概念,1
讓五分超級好笑,1
企排有驗禁藥檢測嗎,1
太陽這賽季真的比較沒有那麼好,1
球是圓的！,1
展昭遺珠@@,1
now the real game is about to start,1
不期待+1,1
展昭連線明明很有料的...為什麼😭,1
想逼走他吧,1
全球獨創季後賽賽制就只有企排是這樣,1
企排現在關注度有全球第一嗎,1
可能主推豐商畢業?,1
昭明怎麼沒上,1
沒有吧,1
我也不知道,1
太好（？,1
這樣排名就沒意義阿...,1
實力好然後也算穩定，結果機會不多,1
冷凍食品笑死 XDDD,1
展昭都是遺珠,1
但Youtuber真的很可愛XD,1
很少看到其他人上場,1
以後擺爛拿第六名就可以啊,1
不懂用人,1
我也不懂為啥季後賽是人人有獎?季中拚排名拚到受傷就虧死,1
感覺要跟NBA季後賽一樣第一跟最後一名打,1
renault動作偏怪,1
敢打很好了,1
顆顆終於,1
可以,1
辛辛苦苦拚第一名，結果不是跟最後一名是跟第四，真的有夠鳥,1
renault是啥,1
第一打第四就很扯,1
他很把握每次能上場的機會 因為機會都不多⋯,1
錯的事情什麼時候講都是錯,1
不用牽拖啦Chloe C,1
他機會每打一次少一次退冰,1
錯的事情不是現在才公佈,1
營,1
被打過兩天才報警也要被你檢討嗎Chloe C,1
嘖嘖,1
你都也認同是錯的事情,1
抱怨下 開心就好 ,1
out拜託,1
碰不到拳,1
我的心啊！,1
實力夠，怎麼打都是嬴,1
真的,1
修正球康體敢打很多的感覺,1
昭明,1
莒光盃,1
哇,1
穩定性不足，被翻盤怪誰,1
==,1
呃,1
鬼展,1
肥展,1
看來不能脫外套了😭,1
即期冷凍食品打65折,1
果然啊,1
鬼展啊,1
凍太久都有冰箱的味道了,1
大奧,1
睡醒了,1
為啥是冷凍食品,1
超奧,1
冰到沒有人要,1
簡老師倒了,1
因為一直被冷凍 沒上場,1
他取奧,1
真的要哭了,1
沒關聯 冷凍就很適合接冷凍食品,1
鬼椒終於起床了,1
大勢已去了嗎,1
鬼椒鬼展連線,1
康緹應該沒了,1
穩一個太陽！！,1
還沒12點,1
完蛋,1
喵,1
拜託啦 穩個,1
怎麼要被讓2追3啦 太扯 == ,1
冷凍食品超靠北,1
冷凍食品真的超好笑XD,1
嬌嬌飛上天,1
整個非上網,1
外套不能拖是因為現場會臭暈,1
鬼諾,1
好扯,1
輕輕鬆鬆,1
30分！,1
很可以啊,1
還有懸念,1
阿波蘿麵包,1
還有戲,1
諾哥是哥,1
2分！！！,1
賣鬧,1
雷鬼😆,1
笑死,1
看來要結束了 冷凍食品也來不及退冰了🤣,1
0,1
退冰XD,1
30分！ 真的很扯了,1
他就不在輪換裡面...,1
丟起來～,1
因為他被冷凍,1
偷笑,1
就跟 超商出的就是要對決一樣沒人想買,1
一分差,1
跟超商新推出的就是要對決一樣沒人想買,1
14:14,1
屌虐,1
這球!!!,1
這直線好扯,1
打點高,1
不要亂報分數.....,1
嚇人,1
宗轩好帅 （我是马来西亚观众）,1
不要亂講分數好嗎,1
挖靠３１分,1
賽點,1
涼了,1
飛出去!!!!!!!!!!!!!!!!!!!!!!!,1
好欸！！！！！,1
逆轉囉,1
賽點,1
突然醒了,1
88了,1
被大學生打成這樣,1
oh no,1
讓2追3,1
穩了,1
賽點,1
關鍵還是經驗打,1
壓力釋放,1
預感 爆掉,1
我大周周天下第一,1
我猜outball,1
什麼抄襲啊,1
全力拚一把吧！,1
抄襲體育？這有掛嗎🤔,1
88,1
還真的out,1
副審髮型很流行欸,1
抄襲體育求解,1
笑死,1
買單,1
冷凍中,1
終於ㄌ,1
ca,1
自爆,1
掰,1
...,1
？,1
笑死,1
傻眼,1
.....,1
..,1
不敢相信,1
G了,1
周邊有抄襲疑慮,1
自爆XD,1
太危險,1
讓二追三啊,1
再見,1
QQ,1
這................,1
GG,1
哇,1
讓二追三,1
哭啊,1
爛,1
讓二追三,1
再見 outball,1
逆轉獲勝,1
下去,1
#輸給自己,1
寄了,1
求抄襲的掛,1
⋯二追三,1
???????,1
?..,1
莫欺少年瓊,1
笑死,1
唉呀呀,1
心情不好 QQ,1
亂發,1
第六就乖乖下去吧,1
打成這樣,1
周周好失落,1
我大周周天下第一,1
还我昭铭！！！,1
86,1
不好玩了,1
但很穩,1
卡,1
鉊很好用的,1
很穩是真的,1
同個層級 狀況差跟沒很強你選誰,1
我大周周天下第一,1
球速也算快的,1
想知道怎了?,1
面对第六名，还差点输了,1
高的正負值是負的,1
黃世豪比較強,1
你在供三小,1
今年會有明星賽嗎？🥺,1
沒明星賽 要有早就結束了,1
搖飲料去了,1
我想問昭明怎麼了?,1
五胞胎,1
飲料店比較賺錢,1
被當冷凍食品了,1
被冰凍 沒機會上場明明很穩定,1
昭明去拍youtube 了,1
5個數值在中間的,1
軒軒,1
小軒軒,1
幾乎全能,1
胤樓嚇出一身冷汗,1
今天恩得只有上場一下下欸,1
雖然這樣但是訪恩得也很開心,1
True,1
抄襲是什麼梗,1
但他有正職 其實也沒那麼慘,1
其他都是學生隊伍 也不可能,1
自知 很好,1
大號不要一直斷線,1
對啦心態,1
直接扶地挺身,1
真假有革命情感喔？！,1
如果有錢,1
誰出錢,1
他們是冠軍賽對手 豐商跟華僑,1
黄鷹,1
快登出了,1
西米：我台灣人！,1
我是覺得恩得很能成大器 是可以替補上來的,1
張瑜庭,1
這小夥子肯學,1
張詠棋,1
桃園石易時期嗎,1
對對 好像是 我忘了,1
恩得可以啦,1
真的,1
我不擔心恩得,1
恩得真的屌 什麼位子都打得很好,1
把國北打的不要不要的,1
觸,1
企排11年有請巴西洋將,1
有賽況分析可以聽,1
2場,1
小夥伴們下禮拜見🥰🫶,1
3/20?,1
週一?,1
關於這點應該都是官方回答吧,1
好喔掰掰,1
88~,1
886,1
大家下周見 辛苦了,1
 你才弱吧,1
這個球季不太行,1
你行你上啊,1
你們嘴人家不強 你自己上去打看看,1
台中內戰,1
結果我還沒到家🤣,1
開始囉！！！！,1
Nice 👍,1
開始了!!!,1
還好趕回來啦!!!,1
gogo ,1
我以為是大麻日,1
該屬 等等要倒垃圾…,1
不要亂發言,1
今天算是一戰定生死,1
沒有季軍賽嗎,1
一定夯,1
沒,1
디플러스 기아는 글렀다 마핸팀 해줘!!!,1
受傷😭,1
受傷,1
受傷,1
傷兵啊…,1
受傷,1
好傷啊！😭,1
那麼多人沒人接😂,1
請問冠軍賽打幾場？,1
好快阿,1
3場吧,1
為什麼沒有季軍賽啊,1
想看打滿5局,1
3戰2勝,1
只入取三隊要跟誰爭季軍xD,1
取三隊而已 最輸的就第三名,1
台中內戰,1
給高得意上吧,1
簡老師上了啦,1
得意的一天,1
ㄨㄟˇㄔㄥˊ連線，一定斷線,1
有點心,1
蛋糕嗎,1
aws ganon ba Azriel sure ka ba dyan,1
这个是赢的大冠军赛？,1
對,1
雙方55波,1
好谢谢你们,1
感覺不像55波 😆 ,1
哇,1
3:0,1
哇哇哇哇哇,1
嗨咖嗨起來！,1
天阿 一面倒,1
比分看起來很涼⋯,1
昭铭 昭铭！,1
ang gulo ng roles nila di ko gets,1
急凍奇俠上了 😆 ,1
林冠州準備了,1
溝通錯誤？,1
一'上場就破僵局,1
看看陈昭铭！,1
暴力工程師出發,1
線審：又我!,1
石頭！！,1
修智 <3,1
工程師的爆發力,1
石頭,1
huy bat may pa glasses coach? hihi,1
昭铭超棒,1
其他人也有吧？只是是相關工作？,1
is this battle of Bronze medal?,1
下週冠軍賽！,1
對,1
其他人也有工作啊,1
手腳冰冷,1
？？？,1
come on answer me please,1
派二軍,1
越網,1
其他人工作在哪裡？台中？,1
哇,1
太陽這欄中有點菜,1
跳那麼高 怎麼守?,1
沒進冠軍賽那隊就季軍,1
抓到,1
這比分⋯⋯⋯⋯,1
這好難看出來,1
？這沒有嗎…,1
甚麼意思,1
碰,1
眼瞎阿,1
靠背,1
好😭😭😭,1
又接噴 差低,1
太亂了吧,1
烏雲蔽日,1
崩潰,1
不是今天，改成一直都,1
太陽快醒快醒,1
連飄球都…,1
anyare sa apollo?,1
怎麼一直噴,1
請熊哥哥來接吧,1
發崩,1
11分差！！！,1
d na tuloy makaasar ung no.9 nila hihi,1
年後都接不好欸⋯完蛋,1
也太慘了,1
+1,1
屌虐,1
korek,1
恩得真的是福星 QQ,1
還得是你,1
追追追,1
感覺國鈞的球都比較晚一點,1
終於要追,1
雖然還差得有點遠,1
開機有點晚囉,1
能開機都不嫌晚,1
調整好 第二局好好,1
那顆球 泰腸了吧,1
太陽的行銷 人氣 一級棒,1
球僮好正,1
go #15 ng wnstrk,1
小巨人,1
看來只能靠鬼展爆發 才有機會,1
好快,1
恩得表現最好,1
ok.lng may bago Naman silang import,1
有但換下去休息,1
有上 後來換林冠州,1
我剛剛才看,1
林冠州真的好可愛 為了發這條留言才按訂閱 ,1
一樣希望能至少拿下一局吧,1
如果今天三局的話⋯真的會⋯⋯⋯⋯；）,1
發瘋,1
確實,1
