text,球員,教練,裁判,戰術,球隊
中纖加油,0,0,0,0,1
中纖攻擊打不死人阿.......,0,0,0,1,1
"蔡幼群造型不一樣, 強度也不一樣了",1,0,0,0,0
纖女加油,1,0,0,0,0
幼群後排威脅好高,1,0,0,1,0
中纖攻擊打不死人阿.......,0,0,0,1,1
不然PANCAKE那種挑戰，結果一般攝影機要放大再放大，畫質放大後360P，那樣怎麼有公信力,0,0,1,0,0
中纖攻擊打不死人阿.......,0,0,0,1,1
中纖防守進步很多,0,0,0,1,1
過網擊球有主審主觀認定的部分比較難挑戰吧,0,0,1,0,0
暫停一下是對的,0,0,0,1,0
但今天攻擊不行,0,0,0,1,0
過網擊球其實有點難判定,0,0,1,0,0
中纖加油,0,0,0,0,1
中纖攻擊打不死人阿.......,0,0,0,1,1
該換蔓亞上了,1,0,0,0,0
中纖加油加油加油加油加油,0,0,0,0,1
蔡幼群今年的表情不一樣了，信心度明顯上升,1,0,0,0,0
中纖加油加油加油加油加油加油,0,0,0,0,1
中纖應該也累了,0,0,0,0,1
中纖加油加油加油加油,0,0,0,0,1
中纖加油加油加油,0,0,0,0,1
中纖攻擊打不死人阿.......,0,0,0,1,1
新北中纖加油加油加油,0,0,0,0,1
中纖攻擊打不死人阿.......,0,0,0,1,1
中纖現在還是雙舉球？,0,0,0,1,1
龔詩雯完全打不死人,1,0,0,0,0
加油中纖,0,0,0,0,1
中纖加油加油,0,0,0,0,1
中纖加油,0,0,0,0,1
中纖加油,0,0,0,0,1
中纖加油,0,0,0,0,1
中纖今天,0,0,0,0,1
中纖加油,0,0,0,0,1
教練不換蔓亞回來?是在鬧吧,1,1,0,0,0
雙快攻...超帥,0,0,0,1,0
中纖啊加油啊,0,0,0,0,1
喔哇 用中纖的ac雙快攻,0,0,0,1,1
阿寶,1,0,0,0,0
蔓亞該上了,1,0,0,0,0
阿寶啊,1,0,0,0,0
福星蔓亞,1,0,0,0,0
超跑今天火力全開哈哈哈,0,0,0,0,1
Sara go fighting!,1,0,0,1,0
超跑👊,0,0,0,0,1
今天超跑也好幾次AB阿XD,0,0,0,0,1
中纖完全是被教練搞掉,0,1,0,0,1
怡如真的很會發,1,0,0,0,0
中纖讓詩文上 不給曼雅上???????,0,0,0,0,1
中纖加油,0,0,0,0,1
怡如女神~,1,0,0,0,0
中纖加油,0,0,0,0,1
中纖加油,0,0,0,0,1
搞不好蔓亞抽筋或什麼,1,0,0,0,0
中纖加油💪,0,0,0,0,1
sara很棒,1,0,0,0,0
中纖讚讚讚💪,0,0,0,0,1
Sara很會撇,1,0,0,0,0
超跑感覺比上一季好,0,0,0,0,1
中纖加油,0,0,0,0,1
Sara nice ball !,1,0,0,0,0
\中纖/\中纖/\中纖/,0,0,0,0,1
超跑應該是去年洋將開季才剛到還沒默契,0,0,0,0,1
超跑昨天還打的很抖，今天馬上調整回來,0,0,0,0,1
超跑今年外援有給力,1,0,0,0,1
小牛小牛,0,1,0,0,0
小張XD,1,0,0,0,0
小牛,0,1,0,0,0
中纖 穩住追上,0,0,0,0,1
中纖加油,0,0,0,0,1
今年超跑外援很早就來台灣磨合了,1,0,0,0,1
中纖追分加油,0,0,0,0,1
曾教練說百分之百out,0,1,0,0,0
善用每個挑戰 華鈺教練XD,0,1,1,0,0
中纖加油加油加油,0,0,0,0,1
竟然不是挑戰觸球,0,0,1,1,0
超跑這次的外援防守好強...整個提升一個檔次,1,0,0,1,1
中纖加油,0,0,0,0,1
教練煩,0,1,0,0,0
中纖加油加油,0,0,0,0,1
超跑幫防守補起來就有差,0,0,0,1,1
中纖加油加油加油加油加油加油,0,0,0,0,1
中纖加油,0,0,0,0,1
拜託5🍊 想看訪問其蓉,1,0,0,0,1
真的想看其蓉訪問,1,0,0,0,0
一樣誒，想看其蓉被訪,1,0,0,0,0
昨天愛山林是怎麼拿一局的 好厲害,0,0,0,0,1
🍊🍊🍊🍊🍊,0,0,0,0,1
中纖加油,0,0,0,0,1
怡如下去了!!!,1,0,0,0,0
救命啊,0,0,0,1,0
sara都不跑救球的????,1,0,0,1,0
剛剛中纖自由在前排上手舉球了,0,0,0,1,1
救命,0,0,0,1,0
sara都不跑救球的????,1,0,0,1,0
各種救欸,0,0,0,1,0
其蓉加油呀,1,0,0,0,0
給幼群可以的 不用一直給外援XD,1,0,0,0,0
sara都不跑救球的????,1,0,0,1,0
sara累了,1,0,0,0,0
違規了吧自由用高手托起再攻擊,0,0,0,1,0
守很好欸救命,0,0,0,1,0
sara都不跑救球的????,1,0,0,1,0
真的缺一个主攻手,0,0,0,1,0
剛剛自由在前排上守了,0,0,0,1,0
主播快斷氣ㄌ,0,0,1,0,0
上手 SARA也跳起來攻擊了,0,0,0,1,0
詩雯詩雯,1,0,0,0,0
詩雯~~~,1,0,0,0,0
中纖家加油,0,0,0,0,1
又要來神奇詩雯了嗎！,1,0,0,0,0
中纖加油💪💪,0,0,0,0,1
陳怡如鼻子整形??,1,0,0,0,0
中纖加油啦！！,0,0,0,0,1
中纖加油 🍊🍊🍊🍊🍊,0,0,0,0,1
中纖還有機會加油,0,0,0,0,1
天啊我愛中纖,0,0,0,0,1
中纖加油💪,0,0,0,0,1
謝靖瑩加油 妳很棒ㄛ,1,0,0,0,0
中纖！！！,0,0,0,0,1
中纖逆轉！！！,0,0,0,0,1
🍊🍊🍊🍊🍊,0,0,0,0,1
🍊🍊🍊🍊🍊,0,0,0,0,1
球給怡如,1,0,0,0,0
其蓉今天mvp了,1,0,0,0,0
🍊🍊🍊🍊🍊,0,0,0,0,1
🍊🍊🍊🍊🍊,0,0,0,0,1
🍊🍊🍊🍊🍊,0,0,0,0,1
兩隊防守都很強,0,0,0,1,0
中纖加油啊啊啊💪💪💪,0,0,0,0,1
加油啊啊啊啊啊中纖,0,0,0,0,1
🍊🍊🍊🍊🍊,0,0,0,0,1
🍊🍊🍊🍊🍊,0,0,0,0,1
謝靖瑩防守有喔,1,0,0,1,0
🍊🍊🍊🍊🍊,0,0,0,0,1
中纖加油💪,0,0,0,0,1
中纖！太棒了！,0,0,0,0,1
中纖,0,0,0,0,1
中纖加油！加油加油,0,0,0,0,1
幼群在後排了!,1,0,0,1,0
中纖加油,0,0,0,0,1
🍊🍊🍊🍊🍊,0,0,0,0,1
守一個 給外援鎚一個,1,0,0,0,0
後排給幼群~,1,0,0,1,0
中纖加油加油加油加油加油加油加油加油加油,0,0,0,0,1
不要再見失誤拜託,0,0,0,1,0
中纖拜託拿下,0,0,0,0,1
挑戰啊,0,0,1,0,0
善用每個挑戰,0,0,1,0,0
苡任 <3,1,0,0,0,0
極速超跑输了,0,0,0,0,1
鯨華今天比較輕鬆了,0,0,0,0,1
苡任好正,1,0,0,0,0
中纖可惜 辛苦啦~~~💪💪💪,0,0,0,0,1
想問下23分時有一顆中纖自由在三米線內高手托起來隊友後排攻擊 這樣有違例嗎,0,0,0,1,1
今年台電要小心了 大家來勢洶洶~,0,0,0,0,1
中纖要不是昨天五局大戰今天還不好說,0,0,0,0,1
超跑贏的每一局都deuce,0,0,0,1,1
苡任可愛死😍,1,0,0,0,0
恭喜超跑🎉👏👏👏🏎🏁,0,0,0,0,1
不要再說五局大戰 超跑也四局大戰,0,0,0,0,1
真的 中纖昨天太累了,0,0,0,0,1
太可惜了中纖,0,0,0,0,1
有違例就是裁判漏判了,0,0,1,0,0
可惜 繼續加油 中纖可以的 只為中纖。。。👏👏👏💪💪💪,0,0,0,0,1
沒挑戰也沒有吹 那就是繼續啦,0,0,1,0,0
我看今年台電女排ㄘㄨㄚˉ在等,0,0,0,0,1
中纖输，就是爽啦,0,0,0,0,1
我看今年台電女排ㄘㄨㄚˉ在等,0,0,0,0,1
超跑今年找的洋將有值,0,0,0,0,1
我看今年台電女排ㄘㄨㄚˉ在等,0,0,0,0,1
中纖加油喲,0,0,0,0,1
"台電看小毛要不要回鍋, 男排很多教練也回鍋",0,1,0,0,1
訪問carla和幼群!,1,0,0,0,0
應該有卡拉,1,0,0,0,0
幼群一定有吧！,1,0,0,0,0
魚丸,1,0,0,0,0
怡如:elbowcough:,1,0,0,0,0
沒有Carla QQ,1,0,0,0,0
怡如可愛,1,0,0,0,0
愛山林妹妹們 加油加油!!!,0,0,0,0,1
教練生氣了,0,1,0,0,0
玟君:elbowcough:,1,0,0,0,0
愛山林如果今天输球,0,0,0,0,1
要怪栽判,0,0,1,0,0
覺得改判率要秀出來🤣,0,0,1,0,0
裁判？？？,0,0,1,0,0
判的根本浪費挑戰,0,0,1,0,0
挑戰系統那麼久了還是一團亂,0,0,1,0,0
愛山林要不要打啊,0,0,0,0,1
愛山林很認真了 加油,0,0,0,0,1
如果超跑是昨天開局那樣子亂 愛山林不要說一局 贏都有可能 😆,0,0,0,0,1
詩涵好累,1,0,0,0,0
極速超跑是慢熱型的，要贏趁早,0,0,0,0,1
好球詩涵,1,0,0,0,0
超跑不趁現在多練外援舉球嗎,1,0,0,1,1
有喔，鯨華vs中纖,0,0,0,0,1
超跑的自由跟上季一樣還是偏弱,0,0,0,1,1
卡拉是不是被打回原型,1,0,0,0,0
愛山林加油，妳們每局能拿20分就沒算輸了。大家都還只是高中生，未來國家隊青年軍的重要成員。,0,0,0,0,1
說錯，超跑的整體接發😂,0,0,0,1,1
愛山林加油,0,0,0,0,1
愛山林建設願意培養高中生真的少見,0,0,0,0,1
真的，推愛山林,0,0,0,0,1
❤黃素琴,1,0,0,0,0
詩涵不錯,1,0,0,0,0
超跑自由太弱,0,0,0,1,1
愛山林進步很多,0,0,0,0,1
挖角詩涵,1,0,0,0,0
愛山林加油啊,0,0,0,0,1
黃素琴❤,1,0,0,0,0
洪跟去年判若兩人,0,0,1,0,0
愛山林進步很多耶 👍👍,0,0,0,0,1
超跑自由跟舉球要加油,0,0,0,1,1
洪詩涵竟然是2004年生的！年輕有為啊,1,0,0,0,0
愛山林加油,0,0,0,0,1
黃素琴❤,1,0,0,0,0
超跑那個主攻外援感覺都不大跟隊友互動...,1,0,0,1,1
可能比賽風格就是這樣吧 主播有說私下在拍照幹嘛的時候她很放得開很會製造氣氛,0,0,1,0,0
shannon born in year 2000,0,0,0,1,0
男排是簡偉倫吧,1,0,0,0,0
簡偉倫幾歲了,1,0,0,0,0
還有nono,1,0,0,0,0
詩涵好球,1,0,0,0,0
nono竟然34了,1,0,0,0,0
詩涵好球~~,1,0,0,0,0
愛山林👍🏻,0,0,0,0,1
愛山林👍🏻💪🏻,0,0,0,0,1
怡如今年有東山再進感 😆,1,0,0,0,0
好難得看到怡如打快攻~,1,0,0,1,0
今年蠻多的啊 怡如 球比前幾年有速度多了,1,0,0,0,0
超跑自由好像不太行,0,0,0,1,1
素琴的接發加油啊,1,0,0,1,0
愛山林領先 加油,0,0,0,0,1
接發依然抖 到底..XD,0,0,0,1,0
愛山林加油,0,0,0,0,1
超跑的教練碎碎念好大聲…,0,1,0,0,1
超跑的洋將舉球有傷嗎 不然怎麼都很少上,0,0,0,1,1
外援只能同時上兩個,1,0,0,0,0
馬上就平手了,0,0,0,1,0
怎樣不能挑戰喔,0,0,1,0,0
原本規定就是這樣 去年是超跑有兩位有學生身分,0,0,0,0,1
愛山林今年拚一次讓教練上訪問台,0,1,0,0,1
人家周董有排面 和連莊老闆一樣,1,0,0,0,1
覺得魚丸舉給外援的球都還是不夠高,1,0,0,1,0
感覺舉對換高歆媛先發，葉宣岑回歸欄中會比較好,1,0,0,1,0
舉對位置是外援 只是攔網站中間而已,1,0,0,1,0
詩涵好棒,1,0,0,0,0
詩涵讚,1,0,0,0,0
詩涵出國比賽真的學到很多 去年還沒這麼殺,1,0,0,0,0
不過超跑選手搭配外援的默契確實不夠,1,0,0,0,1
愛山林加油 努力拿下一盤,0,0,0,0,1
好不容易得分 終於笑了XD,0,0,0,1,0
愛山林加油,0,0,0,0,1
希望超跑教练这句不要失误！,0,1,0,0,1
詩涵一直吃魚丸 😆,1,0,0,0,0
爱山林教练 说错了,0,1,0,0,1
詩涵gogo,1,0,0,0,0
超跑一貫的傳統，常常被一波帶走,0,0,0,0,1
詩涵越來越美了,1,0,0,0,0
超跑也學會鯨華操作收視率的那招了,0,0,0,0,1
詩涵好讚🎊🎊🎊,1,0,0,0,0
昨天爱山林第三局可以拿下，今天教练不要乱挑战，谢谢！,0,1,0,0,1
要看鄭教練爆氣,0,1,0,0,0
愛山林加油,0,0,0,0,1
這樣鯨華場應該1500吧,0,0,0,0,1
愛山林好可惜! 下次再加油,0,0,0,0,1
"愛山林加油, 應該要開始研究對手攻擊弱點, 不是練球就夠了, 教練要多做情蒐",0,1,0,1,1
好像有翻譯技術困難 幾乎都不太會訪問非英文的外援,1,0,0,0,0
素琴 😆,1,0,0,0,0
素琴,1,0,0,0,0
教練好嚴肅@@,0,1,0,0,0
台產教練怎麼不是克州,0,1,0,0,1
雙胞胎不見了,1,0,0,0,0
雙胞胎就打不好啊,1,0,0,0,0
鴻杰打很好啊 哪裡打不好,1,0,0,0,0
鴻敏大砲真的很普,1,0,0,0,0
宋怎麼是先發啊…很雷欸,1,0,0,0,0
選手:他大砲很強 轉播:他大炮打得很好 路人:他很普,1,0,0,0,0
有人知道克舟教練去哪了嗎,0,1,0,0,0
泛舟,0,1,0,0,0
曾的接球變很穩,0,0,0,1,0
雙胞胎怎麼沒上,1,0,0,0,0
休養吧 剛才有說鴻敏有腰傷,1,0,0,0,0
林錦龍好帥！,1,0,0,0,0
快攻也可以阿,0,0,0,1,0
🐅🐯,0,0,0,0,1
連莊真的猛,1,0,0,0,1
布萊恩是外援嗎,1,0,0,0,0
布萊恩 直接圈粉了,1,0,0,0,0
林錦龍原本好像是跳飄吧,1,0,0,0,0
make the Philippines proud BRYAN BAGUNAS 😊☺,1,0,0,1,0
早該把宋換掉,1,0,0,0,0
布萊恩好猛,1,0,0,0,0
Let's go Bryan! Hope they can improve their net and floor defense as a team.,1,0,0,0,0
Bryannnn,1,0,0,0,0
雙胞胎怎麼沒打啊？,1,0,0,0,0
林謙好忙,1,0,0,0,0
林謙好猛 😆 折返跑應該也跑得很好,1,0,0,0,0
gogo Bryan ☺,1,0,0,0,0
林錦龍直接護頭也太好笑,1,0,0,0,0
Go Bryan and Team Win Streak👍,1,0,0,1,0
Bagunas 💪,1,0,0,0,0
臺產教練換人了嗎？,0,1,0,1,1
Keep fighting Bryan👍We believe in you👍,1,0,0,1,0
陳克舟教練好像在忙明年全大運,0,1,0,0,0
發球.....,0,0,0,1,0
這顆林謙讚喔,1,0,0,0,0
舉得漂亮,0,0,0,1,0
林謙太可愛了🥹🫶🏻,1,0,0,0,0
nice one Bryan👍,1,0,0,0,0
球速出來會界外 XD,0,0,0,1,0
怎麼感覺祥銘這季心情都不太好,1,0,0,0,0
"Bryan might just getting bored of spiking, I think he wants to be a setter this time hahaha",1,0,0,1,0
我看不懂 領隊當教練?,0,1,0,0,0
Bryan Pog,1,0,0,0,0
台產好可惜,0,0,0,0,1
希米休息喔,1,0,0,0,0
買連莊對台電的票比較賺ㄟ,1,0,0,0,1
好期待連莊對台電跟太陽神,1,0,0,0,1
yeah!time to make the comments section a dating app.👍👍,0,0,0,1,0
Let's go bryan,1,0,0,0,0
雙胞胎怎麼沒上,1,0,0,0,0
yeah..go for it👍 Do what you think is best for your own life👍,0,0,0,1,0
李權紘最近真的越來越帥,1,0,0,0,0
Pinoy please refrain from sending flirty messages! Kakahiya.,0,0,0,1,0
觸網?,0,0,0,1,0
nice one Bryan👍,1,0,0,0,0
Bryan with wings era,1,0,0,1,0
為啥可以一直發球失誤,0,0,0,1,0
太扯 後排舉一米,0,0,0,1,0
Bryan POG,1,0,0,0,0
带翅膀的布莱恩时代,1,0,0,0,0
Mas masaya si bryan ngayon kesa noon sa Oita siya parang ang bigat ng aura niya,1,0,0,0,0
jusko natatawa nalang kalaban ni Bryan sa lakas niya,1,0,0,0,0
face reveal blue team coach pls,0,0,0,1,0
林謙今天有點愛玩 穩穩給兩邊反擊其實還行,1,0,0,0,0
嗯啊 這樣要ban可能鯨華的比賽要ban一堆了 哈哈,0,0,0,0,1
Block reach over ng dibdib si bryan jusko,1,0,0,0,0
Pressure kasi ata si Bryan sa Oita.,1,0,0,0,0
鴻傑鴻敏沒上嗎,1,0,0,0,0
我們救不了小編😂,0,0,0,1,0
Medyo hindi pa gamay ng setter si bryan,1,0,0,1,0
他們只是想應援而已，布萊恩的場都會來加油,1,0,0,0,0
done subscribing thanks for the livestream for free,0,0,0,1,0
Thank you for livestreaming 🙂🙂,0,0,0,1,0
強力發球加三人攔網 執行得很好,0,0,0,1,0
Di man lang pinasok yung kambal,0,0,0,1,0
謝謝布萊恩帶來外國人吧,1,0,0,0,0
不懂為什麼球隊變多不能一天四場,0,0,0,0,1
恭喜連莊👍,1,0,0,0,1
inconsistent kasi yong kambal,0,0,0,1,0
ilang points si Bryan???,1,0,0,1,0
Sa totoo lng ang daming cutie pie sa kanila hehehe,0,0,0,1,0
廣告怎麼沒有讓 Bryan 說,1,0,0,0,0
苡任越來越漂亮了怎麼辦,1,0,0,0,0
有了 Bryan 有說話了,1,0,0,0,0
想看鴻敏鴻杰❤,1,0,0,0,0
Bryan還滿帥的,1,0,0,0,0
"不會吧, 連莊keyperson很多啊",1,0,0,0,1
"雙胞胎跟宋柏霆都可以, 要看教練怎麼排",1,1,0,0,0
翻錯吧 是說外援 不是說關鍵人物只有他,1,0,0,0,0
鴻杰鴻敏今天沒有先發嗎,1,0,0,0,0
bryan 好帥,1,0,0,0,0
找外援就是有要贏球的決心,1,0,0,0,0
外援 = 花錢,1,0,0,0,0
還沒對到台電都不知道,0,0,0,0,1
期待極速超跑今年不知道變怎麼樣,0,0,0,0,1
矮妹～～～,1,0,0,0,0
鯨華加油,0,0,0,0,1
矮妹💗🐳,1,0,0,0,1
歡迎矮妹回歸,1,0,0,0,0
矮妹😍😍😍,1,0,0,0,0
矮妹 加油,1,0,0,0,0
矮妹回來了,1,0,0,0,0
臺北鯨華 加油💪💪💪,0,0,0,0,1
矮妹!!,1,0,0,0,0
但另外兩位上週表現不輸矮妹,1,0,0,0,0
矮妹去哪了 好久沒看到了,1,0,0,0,0
地板皇后 矮妹,1,0,0,0,0
愛山林妹妹們加油!!!!,0,0,0,0,1
愛山林也加油！,0,0,0,0,1
矮妹～～,1,0,0,0,0
愛山林值得讓大家為他們加油,0,0,0,0,1
我愛鯨華也愛愛山林,0,0,0,0,1
希望鯨華能招收洪詩涵,1,0,0,0,1
鯨華招了沒位置放,0,0,0,0,1
詩涵今年很猛,1,0,0,0,0
書荷 讚喔,1,0,0,0,0
林書荷👍🏻👍🏻👍🏻👍🏻,1,0,0,0,0
矮妹回來了❤,1,0,0,0,0
去台電應該比較有機會 台電還缺一隻,0,0,0,0,1
鯨華加油加油!!!,0,0,0,0,1
好球愛山林,0,0,0,0,1
愛山林有沒有機會拿下1局阿,0,0,0,0,1
愛山林加油,0,0,0,0,1
溫柔的大康教練,0,1,0,0,0
書荷在鯨華感覺開心好多喔,1,0,0,0,1
原來如此 我以為明年才看得到矮妹了🤩🥳,1,0,0,0,0
鯨華加油,0,0,0,0,1
書荷在鯨華時 明顯笑容多了,1,0,0,0,1
矮妹接的真是好,1,0,0,0,0
矮妹！！,1,0,0,0,0
快攻沒跑,0,0,0,1,0
書荷笑容變多了,1,0,0,0,0
今天的轉播很有水準，主播、球評沒有廢話ㄧ大堆。,0,0,1,0,0
哇 思依也來了,1,0,0,0,0
小牛💙💙,0,1,0,0,0
愛山林的詩涵 一員猛將啊,1,0,0,0,1
球隊氣氛真的會影響到球員，把原本酷酷的書荷變成一個有更多笑容的人,1,0,0,0,1
思依高中聯賽也加油！,1,0,0,0,0
不是矮妹,1,0,0,0,0
詩晴 加油,1,0,0,0,0
小胖加油,1,0,0,0,0
詩晴是小矮妹🤣,1,0,0,0,0
鯨華……真的好強,0,0,0,0,1
詩晴棒棒👏👏,1,0,0,0,0
鯨華鯨踩地板三人組 矮妹 小胖 詩晴,1,0,0,0,1
小胖去打主攻?,1,0,0,1,0
鐵板可慧 帥呆了,1,0,0,0,0
愛山林加油,0,0,0,0,1
書荷發球太強大,1,0,0,1,0
愛山林 不氣餒,0,0,0,0,1
愛山林如果是這種訓練模式和沒拚勁的打法，真的不要參賽，協會到底在想什麼,0,0,0,0,1
愛山林不要用企聯來練習真心覺得,0,0,0,0,1
這種高強度的比賽，值得優秀的球隊來角逐，付錢去看這種隊伍😏,0,0,0,0,1
愛山林就是高中培訓隊 也是有賽事的吧,0,0,0,0,1
多鼓勵愛山林 所有運動員都很辛苦 可慧也是愛山林磨練出來的啊 傳承,1,0,0,0,1
愛山林有培訓 增加賽事經驗 銜接甲級也不好太不習慣,0,0,0,0,1
書荷笑起來怎麼那麼漂亮 來臺北鯨華後 整個人都變亮了 怎麼回事?,1,0,0,0,1
有企業願意幫助支援愛山林 都是好事,0,0,0,0,1
砰砰阿峰 認同 書荷笑起來比較好看,1,0,0,0,0
愛山林還是打得有氣無力，只有一波的攻擊力。,0,0,0,1,1
這就是鯨華的優勢 打的開心,0,0,0,0,1
愛山林就是其他4隊農場 欒妤雯 甘可慧 許菀芸 等 都是愛山林表現被各隊選走,1,0,0,0,1
愛山林加油!!!,0,0,0,0,1
鯨華對上山林可以給陳潔多點時間嗎？,1,0,0,0,1
矮妹回來到,1,0,0,0,0
別跟那些固定帳號吵了，每次只要愛山林表現不好就會看到他們,0,0,0,0,1
場場都保持球不落地精神 就是鯨華的精神,0,0,0,1,1
矮妹回來….鯨華就是新的台電了,1,0,0,0,1
多多支持台灣企排 大家很棒 但鯨華是最棒的......哈哈哈哈哈,0,0,0,0,1
山林nice,0,0,0,0,1
矮妹加油💪,1,0,0,0,0
J教練跟K教練有的拼喔！💪,0,1,0,0,0
"愛山林是各個學校組成的, 彼此除了打球其他時間也不太熟, 要很hi有點難",0,0,0,0,1
我也覺得您說得對 排球企業聯賽要更高強度才更好看 無可奈何排球在台灣沒有市場 商業價值不高 就連台電也是保障球員工作 而非純贊助 現近幾年企業換了幾個 也能請外援 我認為企聯在進步了 台灣的排球還需更努力,1,0,0,0,1
"而且愛山林去年還是前年有差點打敗台電, 打到第五局",0,0,0,0,1
山林這場剛好讓矮妹熱身,1,0,0,0,1
這看起來是中美堂吧？連北部的觀眾都比中南部慘了，哪裡來的經費養非學生選手？,1,0,0,0,0
不挑戰攔網觸球?,0,0,1,1,0
宣蓉感覺也比之前敢打+自信很多,1,0,0,0,0
"愛山林我記得是以中山跟東山為主, 然後混在一起打, 大康教練不考慮讓同一學校的一組輪流來打?",0,1,0,0,1
企業排球應該規定 各隊不能使用外援,1,0,0,0,0
整個聯盟的薪資 可能還沒Gabi一個人多的,1,0,0,0,0
沒外援不好吧 外援是進步的來源,1,0,0,0,0
不用洋將就繼續讓台灣選手封閉在小世界啊,1,0,0,0,0
"因為每次都是看到詩涵當主攻,總不可能她一人念兩學校",1,0,0,1,0
詩涵現在是重點培育吧,1,0,0,0,0
強大的外援才是職業聯盟的標誌,1,0,0,0,0
就針對山林不用外援,1,0,0,0,1
外援讓企排的比賽更有觀看性質 也有不同的火花吧,1,0,0,0,0
愛山林這局目前打得還不錯,0,0,0,0,1
對山林用外援是尊重對手吧,1,0,0,0,1
愛山林今年這隊還是U20的培訓,0,0,0,0,1
愛山林青女隊不打洋將，要出國才被電？,0,0,0,0,1
故意不上外援應該蠻不尊重吧？,1,0,0,0,0
愛山林出國遇到的對手不少都比學姊強，確定夠？,0,0,0,0,1
鯨華加油,0,0,0,0,1
還是鯨華加油,0,0,0,0,1
愛山林選手好像很怕教練,1,1,0,0,1
沒有愛山林當農場 其他企排球隊也不容易發覺那些可能可以爭取入隊的新苗,0,0,0,0,1
外援如果不小心受傷...誰負責 利害關係 無解,1,0,0,0,0
還是期待愛山林有一天可以跟🐳華一樣扳倒各隊 就像🐳華扳倒台電一樣,0,0,0,0,1
大康教練那個臉誰不怕啊?,0,1,0,0,0
不上外援為什麼不尊重XDD 他愛讓誰上就誰上阿,1,0,0,0,0
應該換掉愛山林的教練,0,1,0,0,1
受傷就受傷，哪個職業運動選手沒受過傷,1,0,0,0,0
小牛教練去指導愛山林😂,0,1,0,0,1
愛山林教練真的會教嗎,0,1,0,0,1
很多選手都大康帶出來的，書荷也是大康帶的..,1,0,0,0,0
可慧也是(?,1,0,0,0,0
很多基層教練就是這樣被羞辱,0,1,0,0,0
選手要不是為了可以上場和薪水，還要看教練臉色,1,1,0,0,0
就大家上誰其實蠻固定的 如果對愛山林才不上 就感覺不是很好 好像覺得愛山林不需要上外援也能打贏,1,0,0,0,1
次級洋將你以為跟受傷後球隊照顧有關係，其實最主要的是聯賽強度和薪水才是關鍵,0,0,0,0,1
矮妹怎麼了,1,0,0,0,0
愛山林加油,0,0,0,0,1
打愛山林上二軍就夠了,0,0,0,0,1
大康教練 就東山的教練 東山這幾年在高中聯賽的成績 還能說他不會帶?,0,1,0,0,0
好球詩涵,1,0,0,0,0
詩涵多高阿,1,0,0,0,0
大家都是鍵盤教練 😆,0,1,0,0,0
用一軍打愛山林只會打得他們落花流水,0,0,0,0,1
今天聊天室的教練有夠多,0,1,0,0,0
大家都K教練,0,1,0,0,0
"教練多好啊, 表示大家想幫愛山林贏",0,1,0,0,1
這裡能組一隻教練團嗎 笑死,0,1,0,0,0
好球唷 詩涵,1,0,0,0,0
好球詩涵,1,0,0,0,0
:face-orange-biting-nails:,0,0,0,1,0
攔的好,0,0,0,1,0
詩涵好像180左右？（如果我沒記錯的話）,1,0,0,0,0
詩涵大學會加入哪。中纖女排嗎,1,0,0,0,1
對，9，然後教練團們就出來了,0,1,0,0,0
教練團😂,0,1,0,0,0
那些是世界冠軍教練團😂,0,1,0,0,0
愛山林小朋友們打的很好了！,0,0,0,0,1
教練團真的笑死,0,1,0,0,0
還是免費教練團,0,1,0,0,0
爱山林是个个高中的选手凑在一起 u20 不能每个星期一起练球只有拜六礼拜一起打球而已 参加联赛是给她们拿经验。哔哔什么喔,0,0,0,0,1
臺北鯨華加油💪💪💪妳們是最棒的❤,0,0,0,0,1
教練團只會繼續嘴場上的教練,0,1,0,0,0
為什麼小胖可以攻擊了笑死,1,0,0,1,0
小胖？！,1,0,0,0,0
不是小胖可以攻擊,1,0,0,1,0
因為小胖改位置ㄌ,1,0,0,0,0
是輪不到他接球,0,0,0,1,0
我懂啦，只是不曉得為什麼要讓小胖換位子哈哈哈,1,0,0,0,0
"如果一個星期只有聚在一起練一次球, 舉球員根本不知道攻擊首要甚麼球啊XD",1,0,0,1,0
小胖是誰？台北鯨華自由嗎,1,0,0,1,1
小胖上半季是自由球員,1,0,0,1,0
鯨華15號喔 上半季是打自由現在轉了,0,0,0,1,1
下半季矮妹回來了 所以換位置了,1,0,0,0,0
鯨華加油,0,0,0,0,1
矮妹重磅回歸 太強大了,1,0,0,0,0
第二局愛山林不錯！兩隊都加油,0,0,0,0,1
鯨華加油🔥🔥,0,0,0,0,1
愛山林開始敢打下去 分數有追到,0,0,0,0,1
愛山林加油,0,0,0,0,1
來回波不錯 矮妹守到,1,0,0,0,0
愛山林加油,0,0,0,0,1
有矮妹在，地板漸漸變乾淨了,1,0,0,0,0
鯨華防守好硬,0,0,0,1,1
鯨華太放鬆了嗎,0,0,0,0,1
聽說阿甘登錄到台電?,1,0,0,0,1
"那好看了, 我是說不知道會不會跟教練對幹XD",0,1,0,0,0
台電教練可兇了,0,1,0,0,1
🐋🐋🐋💪💪💪,0,0,0,0,1
🐳🐳🐳,0,0,0,0,1
鯨華無論得失分是微笑滿滿,0,0,0,0,1
愛山林加油,0,0,0,0,1
你看打台電最好會微笑滿滿,0,0,0,0,1
山林加油 鯨華必勝,0,0,0,0,1
反正這場鯨華隨便打隨便營,0,0,0,0,1
